Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
81.2,Asian,UK,All modes,All undergraduates,Psychology,Theme 1: Teaching on my course,1668.5
79.5,Asian,UK,All modes,All undergraduates,Psychology,Theme 2: Learning opportunities,1668.5
74,Asian,UK,All modes,All undergraduates,Psychology,Theme 3: Assessment and feedback,1668.5
80.4,Asian,UK,All modes,All undergraduates,Psychology,Theme 4: Academic support,1666.8
80,Asian,UK,All modes,All undergraduates,Psychology,Theme 5: Organisation and management,1668.5
86.4,Asian,UK,All modes,All undergraduates,Psychology,Theme 6: Learning resources,1660.2
74,Asian,UK,All modes,All undergraduates,Psychology,Theme 7: Student voice,1657.5
95.1,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 1: Teaching on my course,33.4
87.7,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 2: Learning opportunities,33.4
81.2,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 3: Assessment and feedback,33.4
88.8,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 4: Academic support,33.4
70.1,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 5: Organisation and management,33.4
86.5,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 6: Learning resources,33.4
72.6,Asian,UK,All modes,All undergraduates,Veterinary sciences,Theme 7: Student voice,33.4
85.4,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,51.2
84.7,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,51.2
76.5,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,51.2
84.4,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,51.2
77.1,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,51.2
81.7,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,51.2
81.1,Asian,UK,All modes,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,51.2
84.3,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 1: Teaching on my course,781.3
80.9,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 2: Learning opportunities,780.3
72.6,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,780.3
84.5,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 4: Academic support,779.7
76.9,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 5: Organisation and management,781.2
86.3,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 6: Learning resources,778.9
71.7,Asian,UK,All modes,All undergraduates,Physical sciences,Theme 7: Student voice,778.3
79.8,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 1: Teaching on my course,613.1
75.9,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 2: Learning opportunities,613.1
71.8,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,613.1
84.4,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 4: Academic support,608.3
78.7,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,612.1
86.6,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 6: Learning resources,606
68.8,Asian,UK,All modes,All undergraduates,Mathematical sciences,Theme 7: Student voice,608.2
79.4,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,2362.2
78,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,2362.2
70.6,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,2362.2
80.8,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 4: Academic support,2360.2
71,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 5: Organisation and management,2361.2
84.8,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 6: Learning resources,2351
70.6,Asian,UK,All modes,All undergraduates,Engineering and technology,Theme 7: Student voice,2339.1
79.4,Asian,UK,All modes,All undergraduates,Computing,Theme 1: Teaching on my course,2260.4
78.5,Asian,UK,All modes,All undergraduates,Computing,Theme 2: Learning opportunities,2261.4
75.2,Asian,UK,All modes,All undergraduates,Computing,Theme 3: Assessment and feedback,2257.4
81.2,Asian,UK,All modes,All undergraduates,Computing,Theme 4: Academic support,2256.9
74.5,Asian,UK,All modes,All undergraduates,Computing,Theme 5: Organisation and management,2261.4
84.9,Asian,UK,All modes,All undergraduates,Computing,Theme 6: Learning resources,2248.7
71.1,Asian,UK,All modes,All undergraduates,Computing,Theme 7: Student voice,2243.2
84.6,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,710.4
81.6,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,710.4
78.9,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,710.4
83.8,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,710.4
72,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,710.4
83.1,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,709.4
74.4,Asian,UK,All modes,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,705.4
82.5,Asian,UK,All modes,All undergraduates,Social sciences,Theme 1: Teaching on my course,3928.7
80.5,Asian,UK,All modes,All undergraduates,Social sciences,Theme 2: Learning opportunities,3927.7
74.8,Asian,UK,All modes,All undergraduates,Social sciences,Theme 3: Assessment and feedback,3927.7
82.5,Asian,UK,All modes,All undergraduates,Social sciences,Theme 4: Academic support,3919.6
77.6,Asian,UK,All modes,All undergraduates,Social sciences,Theme 5: Organisation and management,3925.9
85.9,Asian,UK,All modes,All undergraduates,Social sciences,Theme 6: Learning resources,3911.5
72.4,Asian,UK,All modes,All undergraduates,Social sciences,Theme 7: Student voice,3887.3
82.6,Asian,UK,All modes,All undergraduates,Law,Theme 1: Teaching on my course,2578.2
78.7,Asian,UK,All modes,All undergraduates,Law,Theme 2: Learning opportunities,2578.2
73.3,Asian,UK,All modes,All undergraduates,Law,Theme 3: Assessment and feedback,2577.2
79.8,Asian,UK,All modes,All undergraduates,Law,Theme 4: Academic support,2572.5
76.2,Asian,UK,All modes,All undergraduates,Law,Theme 5: Organisation and management,2574.7
86.1,Asian,UK,All modes,All undergraduates,Law,Theme 6: Learning resources,2564.3
69.5,Asian,UK,All modes,All undergraduates,Law,Theme 7: Student voice,2554.7
82.7,Asian,UK,All modes,All undergraduates,Business and management,Theme 1: Teaching on my course,5923
83.1,Asian,UK,All modes,All undergraduates,Business and management,Theme 2: Learning opportunities,5922
79.1,Asian,UK,All modes,All undergraduates,Business and management,Theme 3: Assessment and feedback,5920
84.2,Asian,UK,All modes,All undergraduates,Business and management,Theme 4: Academic support,5912.7
82.2,Asian,UK,All modes,All undergraduates,Business and management,Theme 5: Organisation and management,5916.5
86.4,Asian,UK,All modes,All undergraduates,Business and management,Theme 6: Learning resources,5900.8
75.6,Asian,UK,All modes,All undergraduates,Business and management,Theme 7: Student voice,5884.6
87.4,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 1: Teaching on my course,688.9
81.3,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 2: Learning opportunities,688.9
77.9,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,688.9
87.9,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 4: Academic support,687.9
78.3,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 5: Organisation and management,688.9
85.7,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 6: Learning resources,684.6
73.5,Asian,UK,All modes,All undergraduates,Language and area studies,Theme 7: Student voice,686.1
86.6,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,531.4
80.7,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,531.4
76.7,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,531.4
86.5,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,531.4
78.9,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,531.4
85.2,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,530.4
71.8,Asian,UK,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,525.4
84.8,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 1: Teaching on my course,1033.8
85.8,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 2: Learning opportunities,1033.8
83.7,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,1033.8
84,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 4: Academic support,1033.8
78.4,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 5: Organisation and management,1033.8
86.3,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 6: Learning resources,1029.8
78,Asian,UK,All modes,All undergraduates,Education and teaching,Theme 7: Student voice,1026.7
88.5,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,117.2
84.1,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,117.2
81.6,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,117.2
91.1,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 4: Academic support,117.2
81.6,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 5: Organisation and management,117.2
84.8,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 6: Learning resources,116.4
70.7,Asian,UK,All modes,All undergraduates,Combined and general studies,Theme 7: Student voice,116.4
80.5,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,274.6
79.3,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,274.6
79.3,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,274.6
80.7,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,274.6
73.4,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,274.6
86.5,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,274.6
72.8,Asian,UK,All modes,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,272.6
81.4,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,1241
78.2,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,1241
81.7,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,1240
84.8,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,1239
71,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,1238
81.2,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,1235.7
75.4,Asian,UK,All modes,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,1233.6
84.2,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,270.6
82.4,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,270.6
75.8,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,270.6
84.8,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,270.6
79.5,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,270.6
85,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,269.4
72.4,Asian,UK,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,268.4
82.4,Asian,UK,All modes,All undergraduates,All subjects,Theme 1: Teaching on my course,34302
80.6,Asian,UK,All modes,All undergraduates,All subjects,Theme 2: Learning opportunities,34300
75.2,Asian,UK,All modes,All undergraduates,All subjects,Theme 3: Assessment and feedback,34291
81.9,Asian,UK,All modes,All undergraduates,All subjects,Theme 4: Academic support,34256
74.8,Asian,UK,All modes,All undergraduates,All subjects,Theme 5: Organisation and management,34283
85.4,Asian,UK,All modes,All undergraduates,All subjects,Theme 6: Learning resources,34148
72.5,Asian,UK,All modes,All undergraduates,All subjects,Theme 7: Student voice,34059
92.1,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,276.3
89.3,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,276.3
89.6,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,276.3
87.9,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,276.3
77.1,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,276.3
88,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,276.3
83.3,Asian,UK,Apprenticeship,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,276.3
75.4,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,88.5
74.9,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,88.5
70.4,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,88.5
80.5,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 4: Academic support,88.5
57.1,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 5: Organisation and management,88.5
79,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 6: Learning resources,87.5
71,Asian,UK,Apprenticeship,All undergraduates,Engineering and technology,Theme 7: Student voice,87.5
72.8,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 1: Teaching on my course,69
73,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 2: Learning opportunities,69
70.4,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 3: Assessment and feedback,69
79,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 4: Academic support,69
57.2,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 5: Organisation and management,69
74.5,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 6: Learning resources,68
62.8,Asian,UK,Apprenticeship,All undergraduates,Computing,Theme 7: Student voice,69
69.8,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,53
71.9,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,53
74.3,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,53
75.5,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,53
48.1,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,53
71.1,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,53
56.7,Asian,UK,Apprenticeship,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,52
88.3,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 1: Teaching on my course,52.7
88.6,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 2: Learning opportunities,52.7
86.7,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 3: Assessment and feedback,52.7
88.6,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 4: Academic support,52.7
87,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 5: Organisation and management,52.7
87,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 6: Learning resources,52.7
82.1,Asian,UK,Apprenticeship,All undergraduates,Social sciences,Theme 7: Student voice,52.7
64.9,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 1: Teaching on my course,29.7
65.2,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 2: Learning opportunities,29.7
73.3,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 3: Assessment and feedback,29.7
74.2,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 4: Academic support,29.7
45.5,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 5: Organisation and management,29.7
65.2,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 6: Learning resources,29.7
51.9,Asian,UK,Apprenticeship,All undergraduates,Law,Theme 7: Student voice,28.7
86.1,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 1: Teaching on my course,62.3
83.8,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 2: Learning opportunities,62.3
82,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 3: Assessment and feedback,62.3
86.5,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 4: Academic support,62.3
66.8,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 5: Organisation and management,62.3
87.2,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 6: Learning resources,62.3
70.4,Asian,UK,Apprenticeship,All undergraduates,Business and management,Theme 7: Student voice,62.3
83.5,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 1: Teaching on my course,641
82.2,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 2: Learning opportunities,641
81.6,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 3: Assessment and feedback,641
83.7,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 4: Academic support,641
68.1,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 5: Organisation and management,641
82.7,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 6: Learning resources,639
74.2,Asian,UK,Apprenticeship,All undergraduates,All subjects,Theme 7: Student voice,638
84.4,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 1: Teaching on my course,1822.1
79.1,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 2: Learning opportunities,1822.1
67.8,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 3: Assessment and feedback,1822.1
80.5,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 4: Academic support,1820.1
59,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 5: Organisation and management,1823.1
84.3,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 6: Learning resources,1818.1
66.9,Asian,UK,Full-time,All undergraduates,Medicine and dentistry,Theme 7: Student voice,1815.6
81.6,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,5890.9
80.4,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,5890.9
72.7,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,5889.9
77.4,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,5888.9
67.6,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,5887.9
85.2,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,5862.3
70.6,Asian,UK,Full-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,5858.9
84.8,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,1152.6
82.1,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,1152.6
75,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,1152.6
84.6,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,1152.6
79.4,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,1152.6
85.3,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,1143.7
75.9,Asian,UK,Full-time,All undergraduates,Biological and sport sciences,Theme 7: Student voice,1144.7
80.9,Asian,UK,Full-time,All undergraduates,Psychology,Theme 1: Teaching on my course,1585
79.1,Asian,UK,Full-time,All undergraduates,Psychology,Theme 2: Learning opportunities,1585
73.5,Asian,UK,Full-time,All undergraduates,Psychology,Theme 3: Assessment and feedback,1584
80.2,Asian,UK,Full-time,All undergraduates,Psychology,Theme 4: Academic support,1582.3
79.6,Asian,UK,Full-time,All undergraduates,Psychology,Theme 5: Organisation and management,1585
86.2,Asian,UK,Full-time,All undergraduates,Psychology,Theme 6: Learning resources,1575.7
74.5,Asian,UK,Full-time,All undergraduates,Psychology,Theme 7: Student voice,1575
95.1,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 1: Teaching on my course,33.4
87.7,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 2: Learning opportunities,33.4
81.2,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 3: Assessment and feedback,33.4
88.8,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 4: Academic support,33.4
70.1,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 5: Organisation and management,33.4
86.5,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 6: Learning resources,33.4
72.6,Asian,UK,Full-time,All undergraduates,Veterinary sciences,Theme 7: Student voice,33.4
85.3,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,49.2
84.5,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,49.2
76.4,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,49.2
83.7,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,49.2
76.1,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,49.2
82.9,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,49.2
80.4,Asian,UK,Full-time,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,49.2
84.2,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 1: Teaching on my course,760.8
80.7,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 2: Learning opportunities,759.8
72.1,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,759.8
84.4,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 4: Academic support,759.8
76.5,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 5: Organisation and management,760.7
86.4,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 6: Learning resources,758.4
71.9,Asian,UK,Full-time,All undergraduates,Physical sciences,Theme 7: Student voice,757.8
79.2,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 1: Teaching on my course,572.7
75.1,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 2: Learning opportunities,572.7
70.2,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,572.7
83.9,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 4: Academic support,567.9
77.9,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,571.7
86.3,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 6: Learning resources,566.3
67.9,Asian,UK,Full-time,All undergraduates,Mathematical sciences,Theme 7: Student voice,567.8
79.5,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,2240.8
78,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,2240.8
70.3,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,2240.8
80.6,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 4: Academic support,2238.8
71.3,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,2239.8
84.9,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,2230.6
70.5,Asian,UK,Full-time,All undergraduates,Engineering and technology,Theme 7: Student voice,2218.7
79.3,Asian,UK,Full-time,All undergraduates,Computing,Theme 1: Teaching on my course,2122.7
78.4,Asian,UK,Full-time,All undergraduates,Computing,Theme 2: Learning opportunities,2123.7
74.8,Asian,UK,Full-time,All undergraduates,Computing,Theme 3: Assessment and feedback,2119.7
80.9,Asian,UK,Full-time,All undergraduates,Computing,Theme 4: Academic support,2119.2
74.7,Asian,UK,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,2123.7
85.3,Asian,UK,Full-time,All undergraduates,Computing,Theme 6: Learning resources,2112.3
71.1,Asian,UK,Full-time,All undergraduates,Computing,Theme 7: Student voice,2105.5
85.8,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,643.9
82.5,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,643.9
79.3,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,643.9
84.4,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,643.9
74,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,643.9
84.2,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,642.9
76,Asian,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,639.9
82.4,Asian,UK,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,3793.3
